GeneID	SRR1023811	SRR1023810	SRR1023805	SRR1023808	SRR1023812	SRR1023806	SRR1023809	SRR1023807
WP_003898956.1	5460	7209	5862	1425	4857	7851	5816	1936
WP_003408092.1	12338	7768	8083	6810	11649	9629	7230	9115
WP_003408096.1	5874	1843	1504	2840	5483	1755	1689	3712
WP_003408099.1	19702	6174	5484	11092	19647	5521	5268	13282
WP_003408102.1	8606	5612	6659	4116	7117	7994	5207	5016
WP_003901217.1	17073	13317	14632	8028	12837	18693	12723	7817
WP_003408106.1	5590	5115	4715	2237	4541	6079	4268	2518
WP_003408108.1	11595	9676	10220	4574	10221	12294	9249	5219
WP_003408112.1	8724	6928	7539	3768	7856	9045	6829	4513
WP_003408141.1	3534	3108	3060	2126	3241	3146	2559	2711
WP_003900384.1	6388	12053	9884	5365	5595	11582	8831	7453
WP_003408144.1	5445	2772	2566	2406	5571	3023	2684	3302
WP_003408145.1	4180	2303	2539	1406	3756	3016	2270	1857
WP_003906646.1	2993	2018	2397	1095	2933	2711	2078	1355
WP_003901220.1	7089	5224	5550	2451	6539	6963	5152	3230
WP_010924423.1	4356	4240	4160	2279	4098	5512	3719	3215
WP_003898960.1	6272	1705	1782	1602	5616	2439	1325	2473
WP_003408160.1	8301	2368	2647	2609	7352	3592	1835	3664
WP_003917506.1	6818	1981	2367	2181	6111	3184	1771	2888
WP_003408163.1	5568	1422	1876	1653	5070	2421	1262	2318
WP_003408165.1	5470	1617	2020	1533	5187	2544	1328	2281
WP_010924424.1	3911	1383	1588	996	3570	2068	1165	1441
WP_003408179.1	9929	3664	4405	2989	9222	5373	3325	3722
WP_003917507.1	5025	2276	2734	1565	5036	3153	1885	1979
WP_003408181.1	3607	4169	4235	1904	3202	4645	3440	2546
WP_003900387.1	3246	4303	4591	1847	2900	5538	4512	2311
WP_003900388.1	1544	1431	1851	906	1373	2102	1729	996
WP_003408184.1	1052	628	811	618	979	789	710	651
WP_003900389.1	1416	918	1455	781	1460	1341	1145	826
WP_003408248.1	2042	1523	2021	1043	1849	1957	1602	1456
WP_003901231.1	1902	1449	1523	977	1795	1565	1397	1170
WP_003408257.1	2273	1957	1854	980	2000	2304	1663	1381
WP_003901232.1	54	49	53	41	61	40	38	51
WP_003898965.1	715	667	438	569	616	507	577	718
WP_003408263.1	634	464	310	326	490	461	359	438
WP_003408264.1	3541	2602	2544	1877	3453	2716	2223	2423
WP_003408265.1	338	218	262	157	337	240	192	191
WP_003408266.1	187	127	128	91	139	130	118	104
WP_003898967.1	301	261	324	137	305	317	250	174
WP_003408270.1	5065	3692	4459	2480	4811	4979	3744	3106
WP_003408271.1	4500	3322	3613	1879	3905	4083	3037	2139
WP_003408272.1	4757	4501	5596	1934	4376	7030	4795	2351
WP_003408274.1	4074	4712	4607	1643	3495	5992	4322	2075
WP_003898971.1	2670	3142	3001	920	2474	3685	2813	1218
WP_003408279.1	2048	2360	2301	800	1909	2648	2242	954
WP_003900391.1	478	292	533	269	528	444	336	288
WP_003408360.1	14277	8312	8391	7801	12605	10745	7234	9959
WP_003408362.1	1394	713	774	1016	1346	974	729	1355
WP_003408366.1	2460	1034	1179	3974	2353	1518	915	5374
WP_072139358.1	2794	832	922	7339	2116	1391	625	9876
WP_003898975.1	2975	758	1037	9209	2508	1445	651	12194
WP_003408373.1	705	466	429	345	608	526	397	487
WP_003408375.1	2565	1731	1889	968	2122	2344	1668	1267
WP_003408378.1	2151	2707	3472	1516	1663	4702	2906	2166
WP_003408379.1	3147	2509	2334	1396	2739	3547	2028	1982
